Price,Adj Close,Close,High,Low,Open,Volume,100ma
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,
Date,,,,,,,
2010-06-29 00:00:00+00:00,1.5926669836044312,1.5926669836044312,1.6666669845581055,1.1693329811096191,1.2666670083999634,281494500,1.5926669836044312
2010-06-30 00:00:00+00:00,1.5886670351028442,1.5886670351028442,2.0280001163482666,1.553333044052124,1.7193330526351929,257806500,1.5906670093536377
2010-07-01 00:00:00+00:00,1.4639999866485596,1.4639999866485596,1.7280000448226929,1.3513330221176147,1.6666669845581055,123282000,1.548444668451945
2010-07-02 00:00:00+00:00,1.2799999713897705,1.2799999713897705,1.5399999618530273,1.24733304977417,1.5333329439163208,77097000,1.4813334941864014
2010-07-06 00:00:00+00:00,1.0740000009536743,1.0740000009536743,1.3333330154418945,1.0553330183029175,1.3333330154418945,103003500,1.399866795539856
2010-07-07 00:00:00+00:00,1.053333044052124,1.053333044052124,1.108667016029358,0.9986670017242432,1.0933330059051514,103825500,1.3421111702919006
2010-07-08 00:00:00+00:00,1.1640000343322754,1.1640000343322754,1.1679999828338623,1.0379999876022339,1.0759999752044678,115671000,1.3166667222976685
2010-07-09 00:00:00+00:00,1.159999966621399,1.159999966621399,1.1933330297470093,1.1033329963684082,1.1720000505447388,60759000,1.2970833778381348
2010-07-12 00:00:00+00:00,1.136667013168335,1.136667013168335,1.2046669721603394,1.1333329677581787,1.196666955947876,33037500,1.2792593373192682
2010-07-13 00:00:00+00:00,1.2093329429626465,1.2093329429626465,1.2426669597625732,1.1266670227050781,1.1593329906463623,40201500,1.272266697883606
2010-07-14 00:00:00+00:00,1.3226670026779175,1.3226670026779175,1.3433330059051514,1.184000015258789,1.1959999799728394,62928000,1.2768485437739978
2010-07-15 00:00:00+00:00,1.3259999752044678,1.3259999752044678,1.4333330392837524,1.2666670083999634,1.329332947731018,56097000,1.2809444963932037
2010-07-16 00:00:00+00:00,1.3760000467300415,1.3760000467300415,1.4199999570846558,1.3366669416427612,1.3799999952316284,39319500,1.2882564618037298
2010-07-19 00:00:00+00:00,1.4606670141220093,1.4606670141220093,1.4833329916000366,1.3946670293807983,1.4246670007705688,37297500,1.3005715012550354
2010-07-20 00:00:00+00:00,1.3533329963684082,1.3533329963684082,1.4566669464111328,1.3366669416427612,1.4566669464111328,27379500,1.3040889342625936
2010-07-21 00:00:00+00:00,1.3480000495910645,1.3480000495910645,1.3933329582214355,1.2999999523162842,1.3773330450057983,18787500,1.306833378970623
2010-07-22 00:00:00+00:00,1.399999976158142,1.399999976158142,1.4166669845581055,1.3580000400543213,1.3666670322418213,14367000,1.312313767040477
2010-07-23 00:00:00+00:00,1.4193329811096191,1.4193329811096191,1.4373329877853394,1.4040000438690186,1.4126670360565186,9804000,1.3182592789332073
2010-07-26 00:00:00+00:00,1.3966670036315918,1.3966670036315918,1.4333330392837524,1.3533329963684082,1.4333330392837524,13833000,1.3223860012857538
2010-07-27 00:00:00+00:00,1.3700000047683716,1.3700000047683716,1.4119999408721924,1.3506669998168945,1.3940000534057617,9295500,1.3247667014598847
2010-07-28 00:00:00+00:00,1.3813329935073853,1.3813329935073853,1.3933329582214355,1.3673330545425415,1.3700000047683716,7008000,1.3274603344145275
2010-07-29 00:00:00+00:00,1.3566670417785645,1.3566670417785645,1.3919999599456787,1.3333330154418945,1.3846670389175415,9240000,1.3287879120219837
2010-07-30 00:00:00+00:00,1.329332947731018,1.329332947731018,1.3626669645309448,1.303333044052124,1.3466670513153076,6403500,1.3288116092267244
2010-08-02 00:00:00+00:00,1.3946670293807983,1.3946670293807983,1.3980000019073486,1.3553329706192017,1.3666670322418213,10771500,1.3315555850664775
2010-08-03 00:00:00+00:00,1.463333010673523,1.463333010673523,1.463333010673523,1.3880000114440918,1.399999976158142,18457500,1.3368266820907593
2010-08-04 00:00:00+00:00,1.4173330068588257,1.4173330068588257,1.4786670207977295,1.3899999856948853,1.463333010673523,13695000,1.3399230791972234
2010-08-05 00:00:00+00:00,1.363332986831665,1.363332986831665,1.4366669654846191,1.3366669416427612,1.4359999895095825,11943000,1.3407901128133137
2010-08-06 00:00:00+00:00,1.305999994277954,1.305999994277954,1.343999981880188,1.301332950592041,1.340000033378601,11128500,1.339547608579908
2010-08-09 00:00:00+00:00,1.3066669702529907,1.3066669702529907,1.3320000171661377,1.2966669797897339,1.3266669511795044,12190500,1.3384137934651867
2010-08-10 00:00:00+00:00,1.2686669826507568,1.2686669826507568,1.309999942779541,1.254667043685913,1.309999942779541,19219500,1.3360888997713725
2010-08-11 00:00:00+00:00,1.1933330297470093,1.1933330297470093,1.2586669921875,1.190000057220459,1.246000051498413,11964000,1.3314838717060704
2010-08-12 00:00:00+00:00,1.1733330488204956,1.1733330488204956,1.1933330297470093,1.1593329906463623,1.1866669654846191,10365000,1.3265416584908962
2010-08-13 00:00:00+00:00,1.2213330268859863,1.2213330268859863,1.2300000190734863,1.1773329973220825,1.2120000123977661,9510000,1.3233535181392322
2010-08-16 00:00:00+00:00,1.2519999742507935,1.2519999742507935,1.2533329725265503,1.2173329591751099,1.2300000190734863,7287000,1.3212548844954546
2010-08-17 00:00:00+00:00,1.2766669988632202,1.2766669988632202,1.2933330535888672,1.2519999742507935,1.2640000581741333,6718500,1.3199809449059623
2010-08-18 00:00:00+00:00,1.2513329982757568,1.2513329982757568,1.305999994277954,1.2400000095367432,1.305999994277954,9019500,1.3180740574995677
2010-08-19 00:00:00+00:00,1.25266695022583,1.25266695022583,1.2833329439163208,1.222000002861023,1.2359999418258667,8686500,1.3163062978435207
2010-08-20 00:00:00+00:00,1.273332953453064,1.273332953453064,1.2740000486373901,1.2339999675750732,1.2433329820632935,4440000,1.3151754203595614
2010-08-23 00:00:00+00:00,1.3420000076293945,1.3420000076293945,1.3593330383300781,1.2666670083999634,1.2726670503616333,16321500,1.315863230289557
2010-08-24 00:00:00+00:00,1.2799999713897705,1.2799999713897705,1.3140000104904175,1.2633329629898071,1.2833329439163208,10096500,1.3149666488170624
2010-08-25 00:00:00+00:00,1.3266669511795044,1.3266669511795044,1.3320000171661377,1.237333059310913,1.2773330211639404,7549500,1.3152520220454147
